Case_ID,Detection_Date,Region,Revenue_Stream,Fraud_Type,Is_Fraud_Confirmed,Detection_Time_Hours,Resolution_Time_Hours,Revenue_Loss_USD,Revenue_At_Risk_USD,Analyst_ID,Fraud_Prevented_USD
FRAUD1423,2023-09-08 18:56:13,Africa,Postpaid Data,CLI Spoofing,0,13.2,7.9,65.41,202.02,4,202.02
FRAUD1424,2023-03-06 10:47:52,Americas,Interconnect,CLI Spoofing,0,19.5,57.2,40.27,145.99,6,145.99
FRAUD1425,2023-03-30 00:33:31,Africa,Prepaid Voice,CLI Spoofing,1,3.0,11.9,42.75,61.06,8,0.0
FRAUD1426,2023-05-28 15:19:24,Americas,Postpaid Voice,Subscription Fraud,1,4.1,5.7,99.35,48.86,9,0.0
FRAUD1427,2023-11-29 21:38:44,Asia,Prepaid Voice,International Revenue Share Fraud,0,7.1,2.8,42.56,168.35,4,168.35
FRAUD1428,2023-05-12 11:25:10,Europe,Postpaid Data,Wangiri,1,3.6,21.2,98.96,56.78,4,0.0
FRAUD1429,2023-11-20 04:13:26,Europe,Postpaid Data,CLI Spoofing,1,18.6,5.4,196.78,106.33,2,0.0
FRAUD1430,2023-04-17 03:28:30,Americas,Postpaid Voice,Subscription Fraud,0,3.6,37.2,9.74,123.42,7,123.42
FRAUD1431,2023-07-29 12:04:03,Americas,Postpaid Voice,Simbox,1,19.9,18.8,53.46,143.15,5,0.0
FRAUD1432,2023-08-19 16:21:10,Africa,Interconnect,CLI Spoofing,1,24.3,0.9,17.25,162.32,8,0.0
FRAUD1433,2023-02-10 09:36:14,Asia,Prepaid Data,Wangiri,1,5.8,17.5,14.0,60.31,9,0.0
FRAUD1434,2023-02-16 08:25:39,Americas,Prepaid Voice,CLI Spoofing,1,40.6,21.4,177.23,143.08,4,0.0
FRAUD1435,2023-10-06 15:20:47,Africa,Postpaid Data,Subscription Fraud,1,13.2,18.6,47.01,70.57,3,0.0
FRAUD1436,2023-01-19 18:52:32,Asia,Postpaid Voice,Subscription Fraud,1,19.9,6.2,90.62,92.42,1,0.0
FRAUD1437,2023-04-27 12:21:17,Asia,Postpaid Voice,CLI Spoofing,1,9.4,3.1,73.26,120.94,13,0.0
FRAUD1438,2023-12-22 14:49:03,Americas,Prepaid Data,Wangiri,1,12.5,29.7,100.83,101.32,5,0.0
FRAUD1439,2023-01-06 18:50:44,Americas,Interconnect,Wangiri,1,0.1,27.3,40.15,179.93,13,0.0
FRAUD1440,2023-10-15 11:03:31,Asia,Postpaid Voice,CLI Spoofing,1,4.7,37.4,286.32,254.07,2,0.0
FRAUD1441,2023-06-23 14:18:25,Europe,Postpaid Voice,Simbox,1,12.8,2.5,27.52,96.26,13,0.0
FRAUD1442,2023-04-12 03:57:22,Europe,Interconnect,International Revenue Share Fraud,1,13.1,26.3,59.51,28.11,10,0.0
FRAUD1443,2023-10-05 05:21:43,Asia,Prepaid Voice,Wangiri,1,11.1,3.2,234.6,86.64,2,0.0
FRAUD1444,2023-03-03 05:46:19,Africa,Prepaid Voice,Simbox,1,19.7,10.0,89.26,121.48,11,0.0
FRAUD1445,2023-09-24 15:29:17,Asia,Interconnect,CLI Spoofing,1,5.0,64.7,204.1,132.22,3,0.0
FRAUD1446,2023-04-07 13:51:16,Asia,Postpaid Data,Simbox,1,8.4,3.5,124.9,112.88,1,0.0
FRAUD1447,2023-04-26 00:23:09,Europe,Postpaid Voice,Simbox,1,2.4,9.3,40.81,181.56,5,0.0
FRAUD1448,2023-12-30 05:30:12,Africa,Postpaid Data,Wangiri,1,9.2,39.4,72.29,69.92,5,0.0
FRAUD1449,2023-12-05 00:02:58,Europe,Postpaid Data,Simbox,1,3.5,8.7,90.32,154.26,10,0.0
FRAUD1450,2023-10-13 09:41:14,Africa,Prepaid Voice,Simbox,1,0.3,11.5,45.24,65.25,1,0.0
FRAUD1451,2023-09-25 20:21:10,Europe,Postpaid Data,Subscription Fraud,1,11.6,38.1,113.73,97.54,14,0.0
FRAUD1452,2023-05-15 07:49:36,Asia,Postpaid Data,Subscription Fraud,1,4.1,5.1,90.76,168.31,11,0.0
FRAUD1453,2023-09-21 10:33:23,Africa,Prepaid Voice,Wangiri,1,10.0,14.6,18.53,277.21,13,0.0
FRAUD1454,2023-12-29 01:59:28,Africa,Interconnect,Simbox,0,7.0,4.9,54.11,86.36,8,86.36
FRAUD1455,2023-08-01 10:15:12,Africa,Prepaid Data,CLI Spoofing,1,2.3,7.1,80.64,170.05,9,0.0
FRAUD1456,2023-01-22 22:30:12,Asia,Prepaid Voice,International Revenue Share Fraud,1,10.5,31.4,121.81,122.03,5,0.0
FRAUD1457,2023-10-31 05:25:56,Europe,Postpaid Voice,Simbox,1,45.6,5.8,127.81,45.54,14,0.0
FRAUD1458,2023-05-21 21:29:49,Americas,Prepaid Data,Simbox,1,6.2,21.4,145.85,71.39,5,0.0
FRAUD1459,2023-01-20 13:50:10,Asia,Prepaid Data,International Revenue Share Fraud,1,8.2,4.8,228.14,148.18,14,0.0
FRAUD1460,2023-09-24 09:57:50,Asia,Postpaid Data,Simbox,1,0.9,30.8,43.87,78.36,6,0.0
FRAUD1461,2023-06-25 10:10:10,Africa,Postpaid Voice,Simbox,1,21.2,20.6,53.87,366.97,9,0.0
FRAUD1462,2023-04-18 20:18:53,Asia,Prepaid Voice,International Revenue Share Fraud,1,35.5,6.1,87.08,297.58,3,0.0
FRAUD1463,2023-10-23 04:36:32,Africa,Interconnect,Simbox,1,28.4,22.2,45.37,39.81,4,0.0
FRAUD1464,2023-07-29 08:01:17,Asia,Interconnect,Simbox,1,10.8,1.0,169.62,309.35,10,0.0
FRAUD1465,2023-12-07 14:14:41,Asia,Postpaid Data,Wangiri,1,9.8,12.9,362.21,179.24,11,0.0
FRAUD1466,2023-01-07 18:54:01,Americas,Interconnect,International Revenue Share Fraud,1,3.0,6.5,123.98,78.87,8,0.0
FRAUD1467,2023-04-12 13:01:07,Asia,Postpaid Data,Simbox,1,0.1,44.2,22.16,76.54,12,0.0
FRAUD1468,2023-11-02 03:48:50,Asia,Postpaid Voice,Subscription Fraud,1,17.9,68.2,66.98,188.17,8,0.0
FRAUD1469,2023-11-05 06:11:18,Europe,Interconnect,CLI Spoofing,1,7.6,11.1,72.83,237.2,5,0.0
FRAUD1470,2023-11-26 19:34:20,Americas,Postpaid Data,Wangiri,1,4.7,8.3,119.58,130.53,5,0.0
FRAUD1471,2023-07-19 11:28:35,Americas,Prepaid Data,CLI Spoofing,1,37.2,38.4,156.11,78.34,8,0.0
FRAUD1472,2023-06-28 08:51:45,Asia,Postpaid Voice,International Revenue Share Fraud,1,3.4,69.7,146.06,449.83,11,0.0
FRAUD1473,2023-05-10 07:02:11,Europe,Prepaid Data,CLI Spoofing,1,3.5,2.4,26.44,24.34,12,0.0
FRAUD1474,2023-04-04 12:42:47,Europe,Prepaid Voice,CLI Spoofing,1,3.9,56.7,10.34,111.52,1,0.0
FRAUD1475,2023-05-30 07:09:17,Asia,Prepaid Data,CLI Spoofing,1,25.5,5.9,143.74,42.37,3,0.0
FRAUD1476,2023-07-12 01:54:20,Europe,Postpaid Voice,CLI Spoofing,0,14.4,37.5,42.9,91.34,3,91.34
FRAUD1477,2023-05-05 23:27:12,Asia,Prepaid Voice,CLI Spoofing,0,0.6,51.2,25.73,113.0,7,113.0
FRAUD1478,2023-10-10 09:39:11,Americas,Prepaid Data,Subscription Fraud,0,6.9,61.4,134.72,89.48,13,89.48
FRAUD1479,2023-03-28 07:23:09,Europe,Postpaid Data,International Revenue Share Fraud,1,32.1,29.4,61.71,151.7,6,0.0
FRAUD1480,2023-03-07 17:38:10,Europe,Prepaid Voice,Simbox,1,2.6,25.0,29.3,232.43,9,0.0
FRAUD1481,2023-02-01 06:32:47,Europe,Postpaid Data,International Revenue Share Fraud,1,18.2,30.4,59.36,124.68,13,0.0
FRAUD1482,2023-09-28 13:59:14,Asia,Postpaid Data,Subscription Fraud,1,7.3,15.0,79.19,255.65,3,0.0
FRAUD1483,2023-05-07 15:15:35,Africa,Prepaid Voice,Wangiri,1,4.1,85.7,194.1,167.77,11,0.0
FRAUD1484,2023-12-26 18:56:42,Europe,Interconnect,Wangiri,1,11.8,4.5,142.77,171.92,4,0.0
FRAUD1485,2023-07-07 19:46:59,Europe,Prepaid Data,CLI Spoofing,1,2.4,10.8,69.98,154.87,5,0.0
FRAUD1486,2023-05-16 04:39:26,Americas,Postpaid Voice,Subscription Fraud,1,4.8,11.1,145.68,135.4,7,0.0
FRAUD1487,2023-05-28 18:39:50,Europe,Postpaid Data,Wangiri,0,0.2,118.7,11.63,123.43,2,123.43
FRAUD1488,2023-12-23 13:11:54,Africa,Prepaid Voice,International Revenue Share Fraud,1,8.6,3.2,77.71,68.64,8,0.0
FRAUD1489,2023-01-25 02:01:47,Europe,Prepaid Voice,CLI Spoofing,1,11.9,37.2,64.06,190.68,11,0.0
FRAUD1490,2023-05-07 11:03:20,Asia,Prepaid Voice,International Revenue Share Fraud,1,23.4,13.4,47.92,193.87,6,0.0
FRAUD1491,2023-01-17 20:33:52,Americas,Postpaid Voice,CLI Spoofing,1,6.7,27.1,62.31,180.64,10,0.0
FRAUD1492,2023-04-19 02:29:18,Africa,Prepaid Data,International Revenue Share Fraud,1,66.1,10.6,12.96,286.74,9,0.0
FRAUD1493,2023-08-06 03:24:17,Asia,Interconnect,CLI Spoofing,1,11.2,59.7,23.09,48.2,2,0.0
FRAUD1494,2023-06-05 20:28:27,Africa,Postpaid Voice,International Revenue Share Fraud,1,7.9,0.1,159.58,86.16,5,0.0
FRAUD1495,2023-01-31 13:25:49,Europe,Prepaid Voice,CLI Spoofing,1,1.6,6.9,75.85,63.17,11,0.0
FRAUD1496,2023-10-01 00:26:44,Africa,Postpaid Data,Subscription Fraud,1,2.7,18.7,414.68,218.39,6,0.0
FRAUD1497,2023-01-15 12:46:27,Americas,Interconnect,Subscription Fraud,1,23.1,22.6,92.23,171.04,6,0.0
FRAUD1498,2023-12-09 03:12:14,Asia,Postpaid Voice,Subscription Fraud,1,13.3,9.2,47.88,215.39,5,0.0
FRAUD1499,2023-09-16 00:24:44,Asia,Prepaid Voice,Simbox,1,9.4,5.3,18.43,165.41,11,0.0
FRAUD1500,2023-08-06 16:03:01,Asia,Postpaid Data,Wangiri,1,7.5,19.4,50.72,80.77,7,0.0
FRAUD1501,2023-01-29 03:03:08,Europe,Interconnect,International Revenue Share Fraud,1,4.5,11.6,135.89,101.91,11,0.0
FRAUD1502,2023-04-01 17:44:34,Asia,Prepaid Data,CLI Spoofing,1,1.0,0.8,125.06,168.65,6,0.0
FRAUD1503,2023-06-09 08:08:45,Asia,Prepaid Voice,Wangiri,1,3.8,17.9,96.24,220.53,7,0.0
FRAUD1504,2023-05-05 14:24:20,Africa,Prepaid Voice,Wangiri,1,2.0,7.5,76.83,160.29,2,0.0
FRAUD1505,2023-04-23 12:47:59,Asia,Interconnect,Simbox,1,1.2,6.1,99.1,92.93,8,0.0
FRAUD1506,2023-01-20 18:32:47,Asia,Postpaid Voice,CLI Spoofing,1,4.6,5.7,54.59,189.62,11,0.0
FRAUD1507,2023-09-02 07:40:39,Europe,Prepaid Data,Simbox,1,7.0,26.0,32.3,118.09,10,0.0
FRAUD1508,2023-04-18 20:34:16,Europe,Prepaid Voice,Simbox,1,4.7,3.2,92.57,43.15,4,0.0
FRAUD1509,2023-09-09 23:32:21,Africa,Interconnect,Simbox,1,8.8,11.5,34.51,125.79,9,0.0
FRAUD1510,2023-04-02 10:08:37,Africa,Prepaid Data,CLI Spoofing,1,6.6,23.5,25.21,143.73,6,0.0
FRAUD1511,2023-02-01 02:59:20,Europe,Prepaid Voice,Simbox,1,25.0,7.3,104.66,35.42,11,0.0
FRAUD1512,2023-08-02 08:09:21,Asia,Interconnect,Subscription Fraud,1,1.0,44.9,32.09,314.34,6,0.0
FRAUD1513,2023-08-31 09:24:31,Americas,Postpaid Voice,International Revenue Share Fraud,1,4.3,31.2,144.93,51.19,10,0.0
FRAUD1514,2023-11-17 00:28:01,Asia,Interconnect,CLI Spoofing,1,26.5,5.8,59.5,95.64,7,0.0
FRAUD1515,2023-07-05 00:24:19,Asia,Prepaid Voice,Subscription Fraud,0,1.8,20.9,71.45,42.53,7,42.53
FRAUD1516,2023-03-01 13:23:18,Europe,Prepaid Voice,CLI Spoofing,1,1.6,42.1,143.99,184.69,9,0.0
FRAUD1517,2023-09-28 14:03:23,Americas,Interconnect,International Revenue Share Fraud,1,13.6,76.1,101.56,161.37,5,0.0
FRAUD1518,2023-01-20 14:08:09,Europe,Interconnect,Subscription Fraud,0,7.7,24.4,66.56,343.04,3,343.04
FRAUD1519,2023-12-21 21:40:41,Africa,Postpaid Voice,Subscription Fraud,1,18.2,8.6,53.12,26.26,7,0.0
FRAUD1520,2023-09-28 16:46:41,Asia,Prepaid Data,Simbox,1,12.6,64.6,210.29,101.91,10,0.0
FRAUD1521,2023-02-10 23:46:38,Americas,Postpaid Data,International Revenue Share Fraud,1,5.9,14.1,4.33,80.63,5,0.0
FRAUD1522,2023-06-08 10:07:29,Europe,Prepaid Data,CLI Spoofing,0,11.9,5.6,8.71,82.69,10,82.69
FRAUD1523,2023-12-16 14:34:46,Europe,Postpaid Data,Simbox,1,5.3,10.0,40.66,136.12,8,0.0
FRAUD1524,2023-10-26 18:29:49,Americas,Prepaid Voice,CLI Spoofing,1,6.8,36.9,45.65,191.12,12,0.0
FRAUD1525,2023-05-27 10:05:30,Europe,Interconnect,Simbox,1,7.9,1.0,51.94,78.6,9,0.0
FRAUD1526,2023-06-14 07:51:14,Africa,Postpaid Data,International Revenue Share Fraud,1,2.0,38.3,24.5,90.53,14,0.0
FRAUD1527,2023-06-13 20:53:07,Europe,Prepaid Voice,International Revenue Share Fraud,1,2.2,12.3,81.1,354.58,4,0.0
FRAUD1528,2023-09-29 20:53:16,Asia,Postpaid Voice,Simbox,1,5.5,56.9,61.32,56.15,6,0.0
FRAUD1529,2023-11-18 03:46:18,Africa,Prepaid Voice,International Revenue Share Fraud,1,46.5,1.5,130.15,135.25,2,0.0
FRAUD1530,2023-12-26 17:46:31,Asia,Interconnect,International Revenue Share Fraud,1,7.6,1.5,34.71,79.96,6,0.0
FRAUD1531,2023-10-08 12:51:05,Americas,Postpaid Data,International Revenue Share Fraud,1,1.3,8.7,15.73,161.04,1,0.0
FRAUD1532,2023-06-15 14:59:03,Asia,Prepaid Data,Wangiri,1,1.4,19.7,100.35,97.75,6,0.0
FRAUD1533,2023-12-18 09:15:15,Europe,Prepaid Voice,International Revenue Share Fraud,1,3.3,17.8,84.04,335.44,8,0.0
FRAUD1534,2023-12-23 09:28:31,Europe,Prepaid Voice,International Revenue Share Fraud,1,11.9,12.1,89.38,74.49,6,0.0
FRAUD1535,2023-06-13 06:09:29,Europe,Interconnect,Simbox,1,0.0,16.5,88.46,114.47,1,0.0
FRAUD1536,2023-12-10 20:48:17,Europe,Prepaid Data,Subscription Fraud,1,23.7,30.5,57.31,77.26,11,0.0
FRAUD1537,2023-07-23 13:06:06,Africa,Interconnect,Simbox,0,12.4,18.9,115.6,201.06,3,201.06
FRAUD1538,2023-09-22 14:47:52,Europe,Prepaid Data,Subscription Fraud,0,21.8,21.1,89.35,101.52,14,101.52
FRAUD1539,2023-04-20 06:56:50,Asia,Postpaid Voice,CLI Spoofing,0,8.5,43.3,116.33,197.7,8,197.7
FRAUD1540,2023-02-27 03:24:31,Americas,Prepaid Data,CLI Spoofing,1,14.7,4.1,102.78,220.46,3,0.0
FRAUD1541,2023-06-13 22:34:57,Asia,Postpaid Data,International Revenue Share Fraud,1,25.9,2.0,213.16,78.19,5,0.0
FRAUD1542,2023-05-05 05:58:35,Europe,Postpaid Data,Simbox,1,2.2,0.6,23.64,109.04,9,0.0
FRAUD1543,2023-01-15 14:56:20,Europe,Postpaid Voice,Simbox,1,15.9,10.2,9.05,37.74,6,0.0
FRAUD1544,2023-11-06 18:00:25,Americas,Postpaid Data,Simbox,1,2.6,54.2,36.52,348.47,3,0.0
FRAUD1545,2023-02-19 04:39:08,Asia,Interconnect,Simbox,1,14.0,18.9,49.43,95.89,9,0.0
FRAUD1546,2023-03-15 09:39:18,Europe,Interconnect,Simbox,0,8.5,18.2,46.63,84.74,9,84.74
FRAUD1547,2023-10-12 18:55:31,Americas,Interconnect,CLI Spoofing,1,26.5,13.3,36.25,53.93,11,0.0
FRAUD1548,2023-06-16 09:35:10,Europe,Prepaid Data,Wangiri,0,2.4,7.0,40.19,239.59,12,239.59
FRAUD1549,2023-11-03 15:52:43,Africa,Postpaid Data,Wangiri,1,0.3,28.8,135.66,185.88,5,0.0
FRAUD1550,2023-05-13 03:09:32,Americas,Postpaid Voice,CLI Spoofing,1,13.6,10.3,147.4,195.03,10,0.0
FRAUD1551,2023-05-24 00:33:44,Europe,Prepaid Data,International Revenue Share Fraud,1,27.5,18.1,65.79,112.88,11,0.0
FRAUD1552,2023-07-24 20:49:39,Europe,Interconnect,CLI Spoofing,0,2.2,4.4,141.41,126.85,13,126.85
FRAUD1553,2023-01-29 07:29:24,Europe,Prepaid Data,International Revenue Share Fraud,0,18.2,18.9,88.63,128.11,5,128.11
FRAUD1554,2023-10-20 10:26:02,Asia,Postpaid Voice,Wangiri,1,19.4,4.8,26.8,348.82,5,0.0
FRAUD1555,2023-02-25 13:41:29,Americas,Postpaid Data,Simbox,1,2.8,46.7,37.78,65.99,6,0.0
FRAUD1556,2023-08-28 03:01:57,Europe,Prepaid Voice,CLI Spoofing,1,7.3,92.9,131.32,266.04,1,0.0
FRAUD1557,2023-08-11 19:12:56,Africa,Prepaid Data,Simbox,1,3.5,8.3,169.06,260.21,14,0.0
FRAUD1558,2023-05-18 03:59:58,Asia,Postpaid Voice,Subscription Fraud,1,7.4,2.3,144.39,106.96,12,0.0
FRAUD1559,2023-04-05 10:25:51,Africa,Postpaid Data,Wangiri,1,2.5,37.5,90.7,116.41,13,0.0
FRAUD1560,2023-09-26 00:39:59,Africa,Postpaid Data,International Revenue Share Fraud,0,22.2,10.9,21.22,159.77,6,159.77
FRAUD1561,2023-05-26 03:17:41,Africa,Postpaid Data,International Revenue Share Fraud,1,0.5,0.9,286.46,117.52,6,0.0
FRAUD1562,2023-01-06 17:11:33,Asia,Prepaid Voice,Wangiri,1,3.2,14.8,54.9,81.77,11,0.0
FRAUD1563,2023-05-29 13:47:44,Asia,Prepaid Data,Subscription Fraud,1,5.4,24.2,178.54,322.37,11,0.0
FRAUD1564,2023-12-28 18:29:53,Americas,Prepaid Data,International Revenue Share Fraud,1,11.2,7.7,129.3,68.04,8,0.0
FRAUD1565,2023-02-04 14:38:28,Americas,Postpaid Voice,International Revenue Share Fraud,1,3.8,1.0,73.44,131.8,14,0.0
FRAUD1566,2023-11-14 10:28:23,Africa,Prepaid Voice,CLI Spoofing,1,8.1,5.4,73.71,56.68,14,0.0
FRAUD1567,2023-02-07 00:16:07,Americas,Prepaid Voice,International Revenue Share Fraud,1,3.4,12.6,232.69,70.75,3,0.0
FRAUD1568,2023-07-14 22:55:15,Europe,Postpaid Data,Simbox,1,26.7,7.2,112.43,62.12,12,0.0
FRAUD1569,2023-03-21 03:38:26,Asia,Prepaid Data,Simbox,1,19.9,2.1,104.73,230.1,13,0.0
FRAUD1570,2023-10-07 15:27:14,Asia,Prepaid Data,Simbox,1,1.4,41.3,47.07,115.45,12,0.0
FRAUD1571,2023-01-29 08:40:58,Americas,Postpaid Voice,CLI Spoofing,1,11.3,23.2,69.54,174.15,14,0.0
FRAUD1572,2023-04-21 17:55:21,Americas,Prepaid Data,CLI Spoofing,0,33.2,7.4,19.14,96.11,4,96.11
FRAUD1573,2023-03-13 21:22:44,Asia,Postpaid Data,Simbox,1,10.6,10.3,136.99,67.13,4,0.0
FRAUD1574,2023-11-15 06:25:32,Africa,Postpaid Data,International Revenue Share Fraud,1,1.6,178.2,118.32,68.7,13,0.0
FRAUD1575,2023-03-16 01:39:07,Europe,Prepaid Data,Simbox,1,3.4,47.1,121.08,292.03,4,0.0
FRAUD1576,2023-11-20 12:51:04,Africa,Prepaid Voice,Wangiri,1,14.9,57.1,118.97,130.31,7,0.0
FRAUD1577,2023-05-22 10:04:06,Americas,Postpaid Data,Wangiri,1,42.0,120.9,194.63,176.08,13,0.0
FRAUD1578,2023-09-14 17:43:03,Americas,Postpaid Data,International Revenue Share Fraud,1,1.8,4.5,48.56,222.14,12,0.0
FRAUD1579,2023-07-31 19:27:58,Africa,Postpaid Data,Wangiri,1,8.0,0.1,9.28,118.32,9,0.0
FRAUD1580,2023-10-05 18:55:50,Americas,Prepaid Data,Subscription Fraud,1,2.6,88.4,155.39,86.1,2,0.0
FRAUD1581,2023-12-14 19:15:39,Europe,Prepaid Voice,Simbox,1,2.2,11.0,30.44,477.31,2,0.0
FRAUD1582,2023-03-21 23:27:07,Europe,Interconnect,Simbox,1,11.5,2.4,45.88,35.39,5,0.0
FRAUD1583,2023-01-13 03:30:13,Asia,Prepaid Voice,Wangiri,1,8.3,33.1,171.47,56.66,14,0.0
FRAUD1584,2023-04-15 01:56:45,Asia,Prepaid Data,Wangiri,1,30.4,48.5,102.11,81.1,3,0.0
FRAUD1585,2023-01-12 17:53:37,Europe,Prepaid Data,Subscription Fraud,0,6.7,107.0,123.4,77.16,4,77.16
FRAUD1586,2023-05-13 01:30:16,Africa,Postpaid Voice,Simbox,0,15.5,11.5,99.79,69.44,4,69.44
FRAUD1587,2023-05-18 05:01:20,Europe,Postpaid Data,Wangiri,1,79.7,21.4,45.3,81.24,6,0.0
FRAUD1588,2023-07-14 07:37:22,Asia,Prepaid Voice,International Revenue Share Fraud,1,5.4,23.0,200.47,276.79,13,0.0
FRAUD1589,2023-11-10 19:09:52,Africa,Prepaid Data,Simbox,1,10.0,17.3,85.5,103.46,4,0.0
FRAUD1590,2023-05-29 14:26:29,Africa,Interconnect,Simbox,1,1.1,22.6,60.18,45.29,4,0.0
FRAUD1591,2023-09-11 20:00:55,Africa,Prepaid Voice,CLI Spoofing,1,0.5,83.7,202.95,159.27,8,0.0
FRAUD1592,2023-05-10 07:59:36,Europe,Interconnect,Subscription Fraud,1,5.3,40.5,144.67,132.69,2,0.0
FRAUD1593,2023-03-19 16:05:02,Asia,Postpaid Voice,Simbox,1,48.7,34.4,128.69,55.87,14,0.0
FRAUD1594,2023-06-26 15:09:30,Asia,Postpaid Data,CLI Spoofing,0,54.2,51.0,55.81,215.17,13,215.17
FRAUD1595,2023-01-13 15:22:23,Americas,Prepaid Voice,International Revenue Share Fraud,1,4.5,3.8,290.86,263.99,2,0.0
FRAUD1596,2023-03-16 09:32:58,Asia,Postpaid Voice,International Revenue Share Fraud,1,16.6,13.7,181.89,149.56,1,0.0
FRAUD1597,2023-06-25 08:57:31,Europe,Prepaid Voice,Subscription Fraud,1,4.4,26.7,18.85,246.71,13,0.0
FRAUD1598,2023-11-15 18:40:02,Asia,Postpaid Voice,Subscription Fraud,1,4.5,52.7,41.39,149.34,11,0.0
FRAUD1599,2023-04-17 13:57:58,Americas,Postpaid Voice,Simbox,0,7.1,2.1,71.71,130.62,3,130.62
FRAUD1600,2023-03-31 09:39:07,Europe,Prepaid Voice,Simbox,1,3.1,12.3,4.75,203.61,9,0.0
FRAUD1601,2023-10-31 14:45:40,Africa,Postpaid Data,CLI Spoofing,0,13.6,17.9,37.77,193.7,9,193.7
FRAUD1602,2023-11-17 18:14:21,Americas,Prepaid Data,International Revenue Share Fraud,1,6.6,9.7,106.0,118.97,1,0.0
FRAUD1603,2023-05-18 06:29:48,Africa,Postpaid Voice,CLI Spoofing,1,6.0,2.4,34.85,147.06,6,0.0
FRAUD1604,2023-03-16 02:51:10,Africa,Postpaid Voice,Wangiri,1,1.2,3.7,65.26,90.35,3,0.0
FRAUD1605,2023-02-17 08:48:49,Africa,Interconnect,Wangiri,1,24.6,78.9,30.45,340.72,5,0.0
FRAUD1606,2023-12-18 04:02:14,Europe,Prepaid Data,Simbox,0,5.0,11.4,51.91,39.74,9,39.74
FRAUD1607,2023-09-25 08:44:56,Asia,Prepaid Data,CLI Spoofing,1,19.9,85.9,272.73,55.06,7,0.0
FRAUD1608,2023-04-06 20:03:56,Europe,Prepaid Voice,Subscription Fraud,1,16.9,30.9,67.77,324.53,13,0.0
FRAUD1609,2023-05-25 01:03:32,Africa,Interconnect,Wangiri,1,2.2,6.3,60.17,90.04,4,0.0
FRAUD1610,2023-01-13 18:18:29,Americas,Postpaid Voice,Subscription Fraud,1,26.5,37.2,113.82,138.24,3,0.0
FRAUD1611,2023-09-14 10:54:47,Asia,Postpaid Voice,Subscription Fraud,1,4.8,27.3,207.22,290.14,10,0.0
FRAUD1612,2023-06-18 03:42:26,Africa,Prepaid Data,Subscription Fraud,1,4.9,29.3,64.86,65.68,4,0.0
FRAUD1613,2023-08-08 01:35:52,Americas,Postpaid Voice,Subscription Fraud,1,48.8,27.8,157.8,130.71,5,0.0
FRAUD1614,2023-07-06 23:35:21,Americas,Postpaid Data,CLI Spoofing,1,0.5,17.2,39.27,414.4,14,0.0
FRAUD1615,2023-09-12 20:44:07,Asia,Postpaid Data,Subscription Fraud,0,8.5,2.0,18.41,68.16,7,68.16
FRAUD1616,2023-06-20 21:41:16,Europe,Interconnect,CLI Spoofing,1,80.7,19.2,22.88,124.92,9,0.0
FRAUD1617,2023-11-30 07:46:27,Asia,Postpaid Data,CLI Spoofing,1,19.4,9.8,109.78,64.16,12,0.0
FRAUD1618,2023-10-29 03:40:28,Europe,Prepaid Voice,Wangiri,1,6.4,17.3,29.27,399.52,10,0.0
FRAUD1619,2023-12-17 02:00:38,Europe,Interconnect,Subscription Fraud,1,14.7,4.3,81.66,195.16,8,0.0
FRAUD1620,2023-02-11 14:47:27,Asia,Prepaid Data,Wangiri,0,2.3,6.9,74.48,125.98,10,125.98
FRAUD1621,2023-05-21 00:10:47,Africa,Interconnect,Wangiri,1,13.7,82.4,75.69,140.38,9,0.0
FRAUD1622,2023-08-27 17:37:00,Asia,Prepaid Data,Wangiri,1,19.9,47.9,93.96,309.82,14,0.0
FRAUD1623,2023-08-06 21:26:14,Americas,Interconnect,Wangiri,1,18.0,53.9,53.61,33.93,2,0.0
FRAUD1624,2023-09-12 17:55:42,Europe,Postpaid Voice,Simbox,1,0.3,4.9,57.41,266.49,1,0.0
FRAUD1625,2023-04-28 21:57:56,Africa,Prepaid Data,International Revenue Share Fraud,0,16.8,13.6,196.76,297.3,2,297.3
FRAUD1626,2023-06-20 15:47:18,Asia,Prepaid Data,Subscription Fraud,1,3.3,9.4,20.83,318.64,3,0.0
FRAUD1627,2023-01-21 03:48:36,Africa,Interconnect,Simbox,1,12.4,8.9,99.49,182.84,3,0.0
FRAUD1628,2023-10-17 13:33:56,Asia,Interconnect,Simbox,1,9.1,47.8,22.92,178.42,11,0.0
FRAUD1629,2023-12-13 06:10:21,Europe,Postpaid Data,CLI Spoofing,1,0.8,29.3,279.12,181.92,14,0.0
FRAUD1630,2023-01-11 06:59:05,Americas,Postpaid Voice,Subscription Fraud,1,4.0,13.2,43.14,331.55,14,0.0
FRAUD1631,2023-09-16 22:16:23,Europe,Prepaid Voice,CLI Spoofing,1,11.3,24.6,76.78,233.74,8,0.0
FRAUD1632,2023-04-13 16:35:48,Europe,Interconnect,Simbox,1,7.9,16.8,142.56,201.24,11,0.0
FRAUD1633,2023-10-10 01:06:07,Europe,Postpaid Voice,Simbox,1,8.9,25.8,159.0,244.84,6,0.0
FRAUD1634,2023-10-25 13:11:21,Europe,Postpaid Data,International Revenue Share Fraud,0,32.4,38.7,44.54,41.59,12,41.59
FRAUD1635,2023-10-15 04:55:28,Africa,Prepaid Voice,Subscription Fraud,1,1.6,8.0,89.6,45.68,11,0.0
